,date,newCases,newDeaths,newTestsOne,newTestsTwo,newTestsThree,newTestsFour,newAdmissions,newDeathsPerMillion,newDeathsPerMillion7Day,newCasesPerMillion,newCasesPerMillion7Day,newAdmissionsPerMillion,newAdmissionsPerMillion7Day,newTests,positivity,positivity7Day
182,2020-07-03,502,45,39436.0,,27525.0,,146.0,0.799474677625605,0.7411003360846878,8.918584181512305,4.64710518962693,2.593851176296407,3.0989161313678215,66961.0,0.007496901181284628,0.004286474414351262
183,2020-07-04,579,27,39783.0,,30553.0,,120.0,0.479684806575363,0.7233342321374521,10.286574185449451,5.629316936424101,2.13193247366828,2.873032809752968,70336.0,0.008231915377616014,0.005081149816005751
184,2020-07-05,492,18,34156.0,,10282.0,,131.0,0.319789871050242,0.6979540836414012,8.740923142039948,6.517622133785885,2.3273596170878723,2.8121204533624455,44438.0,0.011071605382780503,0.006242108122163351
185,2020-07-06,331,11,28813.0,,3527.0,,150.0,0.19542714341959233,0.6827259945437706,5.880580406535006,7.106441578894267,2.6649155920853502,2.7562841266711335,32340.0,0.01023500309214595,0.00722815712551663
186,2020-07-07,572,50,33708.0,,15750.0,,148.0,0.8883051973617834,0.6903400390925859,10.1622114578188,8.060735162345782,2.6293833841908785,2.6522255178373246,49458.0,0.011565368595576045,0.008366892652373607
187,2020-07-08,606,52,41250.0,,18050.0,,141.0,0.9238374052562547,0.5938954748075923,10.766258992024815,9.14954353282637,2.505020656560229,2.499944626861019,59300.0,0.010219224283305227,0.009447770904342448
188,2020-07-09,617,29,43323.0,,22147.0,,136.0,0.5152170144698344,0.5888194451083821,10.961686135444406,9.388116928689247,2.4161901368240506,2.4669504338161525,65470.0,0.009424163739117152,0.009749168807403646
189,2020-07-10,480,34,39479.0,,21715.0,,104.0,0.6040475342060126,0.560901281762726,8.52772989467312,9.332280601997935,1.8476748105125094,2.3603538101327386,61194.0,0.00784390626532013,0.009798740962265861
190,2020-07-11,806,16,41164.0,,18619.0,,97.0,0.28425766315577067,0.53298311841707,14.319479781471948,9.908409972858292,1.7233120828818598,2.3019794685918216,59783.0,0.013482093571751166,0.010548766418570882
191,2020-07-12,615,9,39995.0,,8148.0,,72.0,0.159894935525121,0.5101409847706242,10.926153927549935,10.220585799359718,1.279159484200968,2.152236592465121,48143.0,0.012774442805807697,0.010792028907574767
192,2020-07-13,497,8,27553.0,,2822.0,,137.0,0.14212883157788533,0.5025269402218089,8.829753661776126,10.641896264394164,2.4339562407712863,2.1192423994202545,30375.0,0.016362139917695473,0.011667334168367556
193,2020-07-14,372,42,33719.0,30479.0,11241.0,,122.0,0.746176365783898,0.4822228214249681,6.608990668371668,10.134293294473146,2.1674646815627514,2.053254013330522,75439.0,0.004931136414851735,0.01071958671397837
194,2020-07-15,506,24,45491.0,54886.0,13434.0,,116.0,0.42638649473365603,0.41115840563602546,8.989648597301247,9.880491809512636,2.0608680578793375,1.9898036420903946,113811.0,0.004445967437242446,0.0098948357359694
