,date,newCases,newCasesPerMillion,newCasesPerMillion7Day
0,2020-03-09,1,3.6178141167106834,
1,2020-03-10,0,0.0,
2,2020-03-11,0,0.0,
3,2020-03-12,3,10.85344235013205,
4,2020-03-13,0,0.0,
5,2020-03-14,2,7.235628233421367,
6,2020-03-15,1,3.6178141167106834,3.6178141167106834
7,2020-03-16,0,0.0,3.100983528609157
8,2020-03-17,1,3.6178141167106834,3.6178141167106834
9,2020-03-18,1,3.6178141167106834,4.13464470481221
10,2020-03-19,4,14.471256466842734,4.6514752929137355
11,2020-03-20,2,7.235628233421367,5.685136469116788
12,2020-03-21,2,7.235628233421367,5.685136469116788
13,2020-03-22,4,14.471256466842734,7.235628233421367
14,2020-03-23,7,25.324698816974784,10.85344235013205
15,2020-03-24,7,25.324698816974784,13.954425878741208
16,2020-03-25,18,65.12065410079231,22.740545876467152
17,2020-03-26,12,43.4137694005282,26.875190581279362
18,2020-03-27,16,57.885025867370935,34.11081881470073
19,2020-03-28,12,43.4137694005282,39.27912469571599
20,2020-03-29,12,43.4137694005282,43.4137694005282
21,2020-03-30,19,68.73846821750298,49.615736457746515
22,2020-03-31,33,119.38786585145256,63.0533317483862
23,2020-04-01,28,101.29879526789914,68.22163762940146
24,2020-04-02,32,115.77005173474187,78.55824939143199
25,2020-04-03,45,162.80163525198077,93.54633644637624
26,2020-04-04,32,115.77005173474187,103.88294820840677
27,2020-04-05,28,101.29879526789914,112.1522376180312
28,2020-04-06,36,130.24130820158462,120.93835761575714
29,2020-04-07,40,144.71256466842735,124.55617173246782
30,2020-04-08,32,115.77005173474187,126.62349408487393
31,2020-04-09,33,119.38786585145256,127.14032467297545
32,2020-04-10,14,50.64939763394957,111.11857644182814
33,2020-04-11,27,97.68098115118846,108.5344235013205
34,2020-04-12,21,75.97409645092435,104.91660938460983
35,2020-04-13,32,115.77005173474187,102.84928703220372
36,2020-04-14,30,108.5344235013205,97.68098115118846
37,2020-04-15,40,144.71256466842735,101.81562585600066
38,2020-04-16,28,101.29879526789914,99.23147291549303
39,2020-04-17,26,94.06316703447777,105.43343997271135
40,2020-04-18,40,144.71256466842735,112.1522376180312
41,2020-04-19,23,83.20972468434572,113.18589879423425
42,2020-04-20,19,68.73846821750298,106.4671011489144
43,2020-04-21,26,94.06316703447777,104.3997787965083
44,2020-04-22,37,133.85912231829528,102.84928703220372
45,2020-04-23,32,115.77005173474187,104.91660938460981
46,2020-04-24,22,79.59191056763504,102.84928703220372
47,2020-04-25,28,101.29879526789914,96.6473199749854
48,2020-04-26,14,50.64939763394957,91.99584468207166
49,2020-04-27,12,43.4137694005282,88.37803056536099
50,2020-04-28,29,104.91660938460983,89.92852232966555
51,2020-04-29,31,112.1522376180312,86.8275388010564
52,2020-04-30,25,90.44535291776708,83.20972468434572
53,2020-05-01,24,86.8275388010564,84.24338586054877
54,2020-05-02,17,61.50283998408162,78.55824939143199
55,2020-05-03,21,75.97409645092435,82.17606350814268
56,2020-05-04,11,39.79595528381752,81.65923292004115
57,2020-05-05,19,68.73846821750298,76.49092703902588
58,2020-05-06,15,54.26721175066025,68.22163762940146
59,2020-05-07,17,61.50283998408162,64.08699292458925
60,2020-05-08,20,72.35628233421367,62.019670572183145
61,2020-05-09,8,28.942512933685467,57.36819527926941
62,2020-05-10,22,79.59191056763504,57.885025867370935
63,2020-05-11,16,57.885025867370935,60.46917880787856
64,2020-05-12,14,50.64939763394957,57.885025867370935
65,2020-05-13,25,90.44535291776708,63.0533317483862
66,2020-05-14,9,32.560327050396154,58.91868704357399
67,2020-05-15,5,18.08907058355342,51.166228222051096
68,2020-05-16,5,18.08907058355342,49.615736457746515
69,2020-05-17,10,36.17814116710684,43.4137694005282
70,2020-05-18,9,32.560327050396154,39.79595528381752
71,2020-05-19,11,39.79595528381752,38.24546351951294
72,2020-05-20,14,50.64939763394957,32.560327050396154
73,2020-05-21,9,32.560327050396154,32.560327050396154
74,2020-05-22,5,18.08907058355342,32.560327050396154
75,2020-05-23,18,65.12065410079231,39.27912469571599
76,2020-05-24,9,32.560327050396154,38.762294107614466
77,2020-05-25,5,18.08907058355342,36.694971755208364
78,2020-05-26,2,7.235628233421367,32.04349646229463
79,2020-05-27,7,25.324698816974784,28.425682345583944
80,2020-05-28,12,43.4137694005282,29.97617410988852
81,2020-05-29,4,14.471256466842734,29.459343521786995
82,2020-05-30,1,3.6178141167106834,20.67322352406105
83,2020-05-31,11,39.79595528381752,21.7068847002641
84,2020-06-01,2,7.235628233421367,20.156392935959524
85,2020-06-02,7,25.324698816974784,22.740545876467152
86,2020-06-03,9,32.560327050396154,23.774207052670207
87,2020-06-04,4,14.471256466842734,19.639562347857996
88,2020-06-05,3,10.85344235013205,19.12273175975647
89,2020-06-06,2,7.235628233421367,19.639562347857996
90,2020-06-07,3,10.85344235013205,15.504917643045786
91,2020-06-08,5,18.08907058355342,17.055409407350364
92,2020-06-09,14,50.64939763394957,20.67322352406105
93,2020-06-10,5,18.08907058355342,18.605901171654946
94,2020-06-11,4,14.471256466842734,18.605901171654946
95,2020-06-12,1,3.6178141167106834,17.57223999545189
96,2020-06-13,2,7.235628233421367,17.57223999545189
97,2020-06-14,1,3.6178141167106834,16.53857881924884
98,2020-06-15,3,10.85344235013205,15.504917643045786
99,2020-06-16,6,21.7068847002641,11.370272938233576
100,2020-06-17,3,10.85344235013205,10.336611762030524
101,2020-06-18,4,14.471256466842734,10.336611762030524
102,2020-06-19,5,18.08907058355342,12.403934114436629
103,2020-06-20,1,3.6178141167106834,11.887103526335103
104,2020-06-21,1,3.6178141167106834,11.887103526335103
105,2020-06-22,5,18.08907058355342,12.920764702538156
106,2020-06-23,3,10.85344235013205,11.370272938233576
107,2020-06-24,1,3.6178141167106834,10.336611762030525
108,2020-06-25,1,3.6178141167106834,8.786119997725946
109,2020-06-26,4,14.471256466842734,8.26928940962442
110,2020-06-27,0,0.0,7.752458821522893
111,2020-06-28,1,3.6178141167106834,7.752458821522893
112,2020-06-29,1,3.6178141167106834,5.685136469116788
113,2020-06-30,3,10.85344235013205,5.685136469116788
114,2020-07-01,0,0.0,5.168305881015262
115,2020-07-02,6,21.7068847002641,7.752458821522893
116,2020-07-03,1,3.6178141167106834,6.201967057218314
117,2020-07-04,1,3.6178141167106834,6.718797645319841
118,2020-07-05,2,7.235628233421367,7.235628233421367
119,2020-07-06,2,7.235628233421367,7.752458821522893
120,2020-07-07,1,3.6178141167106834,6.718797645319841
121,2020-07-08,0,0.0,6.718797645319841
122,2020-07-09,9,32.560327050396154,8.26928940962442
123,2020-07-10,2,7.235628233421367,8.786119997725946
124,2020-07-11,2,7.235628233421367,9.302950585827473
125,2020-07-12,3,10.85344235013205,9.819781173928998
126,2020-07-13,3,10.85344235013205,10.336611762030525
127,2020-07-14,3,10.85344235013205,11.370272938233578
128,2020-07-15,5,18.08907058355342,13.954425878741208
129,2020-07-16,2,7.235628233421367,10.336611762030525
130,2020-07-17,2,7.235628233421367,10.336611762030525
131,2020-07-18,5,18.08907058355342,11.887103526335103
132,2020-07-19,2,7.235628233421367,11.370272938233576
133,2020-07-20,3,10.85344235013205,11.370272938233576
134,2020-07-21,1,3.6178141167106834,10.336611762030525
135,2020-07-22,4,14.471256466842734,9.819781173928998
136,2020-07-23,4,14.471256466842734,10.85344235013205
137,2020-07-24,0,0.0,9.819781173928998
138,2020-07-25,3,10.85344235013205,8.786119997725946
139,2020-07-26,2,7.235628233421367,8.786119997725946
140,2020-07-27,0,0.0,7.235628233421367
141,2020-07-28,3,10.85344235013205,8.26928940962442
142,2020-07-29,3,10.85344235013205,7.752458821522893
143,2020-07-30,3,10.85344235013205,7.235628233421367
144,2020-07-31,0,0.0,7.235628233421367
145,2020-08-01,0,0.0,5.685136469116788
146,2020-08-02,1,3.6178141167106834,5.168305881015263
147,2020-08-03,6,21.7068847002641,8.26928940962442
148,2020-08-04,3,10.85344235013205,8.26928940962442
149,2020-08-05,3,10.85344235013205,8.26928940962442
150,2020-08-06,2,7.235628233421367,7.752458821522893
151,2020-08-07,0,0.0,7.752458821522893
152,2020-08-08,5,18.08907058355342,10.336611762030525
153,2020-08-09,1,3.6178141167106834,10.336611762030525
154,2020-08-10,7,25.324698816974784,10.85344235013205
155,2020-08-11,8,28.942512933685467,13.437595290639681
156,2020-08-12,7,25.324698816974784,15.504917643045786
157,2020-08-13,6,21.7068847002641,17.57223999545189
158,2020-08-14,6,21.7068847002641,20.673223524061047
159,2020-08-15,0,0.0,18.08907058355342
160,2020-08-16,3,10.85344235013205,19.12273175975647
161,2020-08-17,6,21.7068847002641,18.605901171654942
162,2020-08-18,2,7.235628233421367,15.504917643045786
163,2020-08-19,8,28.942512933685467,16.021748231147313
164,2020-08-20,8,28.942512933685467,17.055409407350364
165,2020-08-21,1,3.6178141167106834,14.471256466842734
166,2020-08-22,4,14.471256466842734,16.538578819248837
167,2020-08-23,1,3.6178141167106834,15.504917643045786
168,2020-08-24,4,14.471256466842734,14.471256466842734
169,2020-08-25,6,21.7068847002641,16.538578819248837
170,2020-08-26,8,28.942512933685467,16.538578819248837
171,2020-08-27,3,10.85344235013205,13.954425878741208
172,2020-08-28,7,25.324698816974784,17.055409407350364
173,2020-08-29,9,32.560327050396154,19.639562347857996
174,2020-08-30,10,36.17814116710684,24.291037640771734
175,2020-08-31,11,39.79595528381752,27.908851757482417
176,2020-09-01,11,39.79595528381752,30.49300469799005
177,2020-09-02,25,90.44535291776708,39.27912469571599
178,2020-09-03,18,65.12065410079231,47.031583517238886
179,2020-09-04,15,54.26721175066025,51.166228222051096
180,2020-09-05,10,36.17814116710684,51.68305881015262
181,2020-09-06,14,50.64939763394957,53.750381162558725
182,2020-09-07,24,86.8275388010564,60.46917880787857
183,2020-09-08,20,72.35628233421367,65.12065410079231
184,2020-09-09,29,104.91660938460983,67.18797645319842
185,2020-09-10,24,86.8275388010564,70.28895998180757
186,2020-09-11,28,101.29879526789914,77.0077576271274
187,2020-09-12,14,50.64939763394957,79.07507997953351
188,2020-09-13,21,75.97409645092435,82.6928940962442
189,2020-09-14,35,126.62349408487393,88.37803056536099
190,2020-09-15,35,126.62349408487393,96.13048938688388
191,2020-09-16,48,173.6550776021128,105.95027056081287
192,2020-09-17,72,260.48261640316923,130.75813878968614
193,2020-09-18,62,224.3044752360624,148.33037878513804
194,2020-09-19,36,130.24130820158462,159.7006517233716
195,2020-09-20,60,217.068847002641,179.85704465933114
196,2020-09-21,66,238.77573170290512,195.87879289047845
197,2020-09-22,85,307.5141999204081,221.72032229555475
198,2020-09-23,106,383.48829637133247,251.69649640544327
199,2020-09-24,91,329.22108462067223,261.5162775793723
200,2020-09-25,104,376.2526681379111,283.22316227963637
201,2020-09-26,85,307.5141999204081,308.54786109661114
202,2020-09-27,90,325.60327050396154,324.05277873965696
203,2020-09-28,123,444.9911363554141,353.51212226144395
204,2020-09-29,148,535.4364892731811,386.0724493118401
205,2020-09-30,162,586.0858869071308,415.01496224552557
206,2020-10-01,158,571.614630440288,449.64261164832783
207,2020-10-02,162,586.0858869071308,479.61878575821635
208,2020-10-03,118,426.90206577186063,496.6741951655667
209,2020-10-04,155,560.761188090156,530.268183392166
210,2020-10-05,185,669.2956115914765,562.3116798544605
211,2020-10-06,215,777.830035092797,596.9393292572628
212,2020-10-07,257,929.7782279946457,646.0382351269078
213,2020-10-08,218,788.683477442929,677.0480704129993
214,2020-10-09,174,629.4996563076589,683.2500374702176
215,2020-10-10,124,448.6089504721248,686.3510209988268
216,2020-10-11,147,531.8186751564705,682.2163762940146
217,2020-10-12,210,759.7409645092436,695.1371409965527
218,2020-10-13,175,633.1174704243696,674.4639174724917
219,2020-10-14,198,716.3271951087154,643.9709127745017
220,2020-10-15,164,593.3215151405522,616.0620610170192
221,2020-10-16,180,651.2065410079231,619.1630445456284
222,2020-10-17,143,517.3474186896277,628.9828257195575
223,2020-10-18,143,517.3474186896277,626.9155033671514
224,2020-10-19,232,839.3328750768786,638.2857763053848
225,2020-10-20,202,730.798451575558,652.2402021841261
226,2020-10-21,183,662.0599833580551,644.4877433626032
227,2020-10-22,159,575.2324445569986,641.9035904220956
228,2020-10-23,129,466.69802105567817,615.5452304289178
229,2020-10-24,91,329.22108462067223,588.6700398476383
230,2020-10-25,117,423.28425165515,575.2324445569986
231,2020-10-26,161,582.46807279042,538.5374728017903
232,2020-10-27,125,452.22676458883547,498.7415175179728
233,2020-10-28,118,426.90206577186063,465.1475292913736
234,2020-10-29,114,412.43080930501793,441.8901528268049
235,2020-10-30,79,285.807315220144,416.0486234217286
236,2020-10-31,0,0.0,369.0170399044897
