,date,newCases,newCasesPerMillion,newCasesPerMillion7Day
0,2020-03-09,2,8.05519419059395,
1,2020-03-10,2,8.05519419059395,
2,2020-03-11,4,16.1103883811879,
3,2020-03-12,5,20.137985476484875,
4,2020-03-13,4,16.1103883811879,
5,2020-03-14,3,12.082791285890924,
6,2020-03-15,1,4.027597095296975,12.082791285890924
7,2020-03-16,4,16.1103883811879,13.233533313118631
8,2020-03-17,6,24.165582571781847,15.535017367574046
9,2020-03-18,6,24.165582571781847,16.685759394801753
10,2020-03-19,5,20.137985476484875,16.685759394801753
11,2020-03-20,9,36.248373857672775,19.56261446287102
12,2020-03-21,4,16.1103883811879,20.137985476484875
13,2020-03-22,10,40.27597095296975,25.316324599009555
14,2020-03-23,17,68.46915062004857,32.79614777598965
15,2020-03-24,13,52.35876223886067,36.82374487128663
16,2020-03-25,19,76.52434481064252,44.30356804826672
17,2020-03-26,11,44.30356804826672,47.75579412994984
18,2020-03-27,19,76.52434481064252,53.50950426608838
19,2020-03-28,10,40.27597095296975,56.9617303477715
20,2020-03-29,14,56.386359334157646,59.263214402226915
21,2020-03-30,15,60.41395642945462,58.11247237499921
22,2020-03-31,21,84.57953900123647,62.71544048391004
23,2020-04-01,30,120.82791285890924,69.04452163366243
24,2020-04-02,26,104.71752447772134,77.67508683787023
25,2020-04-03,31,124.85550995420621,84.57953900123647
26,2020-04-04,28,112.77271866831529,94.93621724628584
27,2020-04-05,20,80.5519419059395,98.38844332796896
28,2020-04-06,24,96.66233028712739,103.56678245049363
29,2020-04-07,48,193.32466057425478,119.10179981806768
30,2020-04-08,16,64.4415535247516,111.04660562747372
31,2020-04-09,18,72.49674771534555,106.44363751856291
32,2020-04-10,19,76.52434481064252,99.53918535519666
33,2020-04-11,16,64.4415535247516,92.63473319183042
34,2020-04-12,11,44.30356804826672,87.45639406930573
35,2020-04-13,12,48.331165143563695,80.55194190593949
36,2020-04-14,25,100.68992738242437,67.31840859282086
37,2020-04-15,19,76.52434481064252,69.04452163366243
38,2020-04-16,23,92.63473319183042,71.92137670173169
39,2020-04-17,19,76.52434481064252,71.92137670173169
40,2020-04-18,10,40.27597095296975,68.46915062004857
41,2020-04-19,22,88.60713609653344,74.79823176980096
42,2020-04-20,14,56.386359334157646,75.94897379702867
43,2020-04-21,15,60.41395642945462,70.19526366089013
44,2020-04-22,18,72.49674771534555,69.61989264727627
45,2020-04-23,14,56.386359334157646,64.4415535247516
46,2020-04-24,18,72.49674771534555,63.866182511137744
47,2020-04-25,15,60.41395642945462,66.74303757920701
48,2020-04-26,5,20.137985476484875,56.9617303477715
