,date,newCases,newCasesPerMillion,newCasesPerMillion7Day
0,2020-03-09,1,4.6500381303126685,
1,2020-03-10,0,0.0,
2,2020-03-11,0,0.0,
3,2020-03-12,1,4.6500381303126685,
4,2020-03-13,1,4.6500381303126685,
5,2020-03-14,0,0.0,
6,2020-03-15,1,4.6500381303126685,2.6571646458929536
7,2020-03-16,0,0.0,1.9928734844197151
8,2020-03-17,1,4.6500381303126685,2.6571646458929536
9,2020-03-18,0,0.0,2.6571646458929536
10,2020-03-19,0,0.0,1.9928734844197151
11,2020-03-20,2,9.300076260625337,2.6571646458929536
12,2020-03-21,1,4.6500381303126685,3.321455807366192
13,2020-03-22,0,0.0,2.6571646458929536
14,2020-03-23,0,0.0,2.6571646458929536
15,2020-03-24,1,4.6500381303126685,2.6571646458929536
16,2020-03-25,7,32.55026691218868,7.307202776205623
17,2020-03-26,3,13.950114390938007,9.300076260625337
18,2020-03-27,6,27.900228781876013,11.957240906518292
19,2020-03-28,2,9.300076260625337,12.621532067991529
20,2020-03-29,4,18.600152521250674,15.278696713884482
21,2020-03-30,8,37.20030504250135,20.59302600567039
22,2020-03-31,4,18.600152521250674,22.585899490090107
23,2020-04-01,8,37.20030504250135,23.250190651563344
24,2020-04-02,7,32.55026691218868,25.9073552974563
25,2020-04-03,8,37.20030504250135,27.235937620402773
26,2020-04-04,6,27.900228781876013,29.893102266295728
27,2020-04-05,4,18.600152521250674,29.893102266295728
28,2020-04-06,6,27.900228781876013,28.56451994334925
29,2020-04-07,3,13.950114390938007,27.900228781876013
30,2020-04-08,5,23.250190651563344,25.9073552974563
31,2020-04-09,11,51.15041943343935,28.56451994334925
32,2020-04-10,4,18.600152521250674,25.9073552974563
33,2020-04-11,7,32.55026691218868,26.571646458929536
34,2020-04-12,1,4.6500381303126685,24.57877297450982
35,2020-04-13,5,23.250190651563344,23.91448181303658
36,2020-04-14,5,23.250190651563344,25.243064135983058
37,2020-04-15,9,41.85034317281402,27.900228781876013
38,2020-04-16,3,13.950114390938007,22.585899490090107
39,2020-04-17,18,83.70068634562804,31.885975750715446
40,2020-04-18,6,27.900228781876013,31.221684589242205
41,2020-04-19,4,18.600152521250674,33.21455807366192
42,2020-04-20,5,23.250190651563344,33.21455807366192
43,2020-04-21,12,55.800457563752026,37.86459620397459
44,2020-04-22,24,111.60091512750405,47.82896362607317
45,2020-04-23,22,102.3008388668787,60.45049569406469
46,2020-04-24,17,79.05064821531536,59.786204532591455
47,2020-04-25,12,55.800457563752026,63.771951501430884
48,2020-04-26,8,37.20030504250135,66.42911614732384
49,2020-04-27,17,79.05064821531536,74.4006100850027
50,2020-04-28,21,97.65080073656604,80.37923053826184
51,2020-04-29,30,139.50114390938006,84.36497750710127
52,2020-04-30,27,125.55102951844205,87.68643331446746
53,2020-05-01,23,106.95087699719139,91.6721802833069
54,2020-05-02,16,74.4006100850027,94.32934492919985
55,2020-05-03,12,55.800457563752026,96.98650957509281
56,2020-05-04,14,65.10053382437737,94.99363609067309
57,2020-05-05,12,55.800457563752026,89.01501563741394
58,2020-05-06,28,130.20106764875473,87.68643331446746
59,2020-05-07,15,69.75057195469003,79.7149393767886
60,2020-05-08,23,106.95087699719139,79.7149393767886
61,2020-05-09,14,65.10053382437737,78.38635705384213
62,2020-05-10,10,46.50038130312669,77.05777473089566
63,2020-05-11,23,106.95087699719139,83.0363951841548
64,2020-05-12,14,65.10053382437737,84.36497750710127
65,2020-05-13,24,111.60091512750405,81.70781286120832
66,2020-05-14,8,37.20030504250135,77.05777473089566
67,2020-05-15,11,51.15041943343935,69.08628079321679
68,2020-05-16,11,51.15041943343935,67.09340730879708
69,2020-05-17,11,51.15041943343935,67.75769847027031
70,2020-05-18,18,83.70068634562804,64.43624266290412
71,2020-05-19,12,55.800457563752026,63.10766033995765
72,2020-05-20,27,125.55102951844205,65.10053382437737
73,2020-05-21,9,41.85034317281402,65.7648249858506
74,2020-05-22,11,51.15041943343935,65.7648249858506
75,2020-05-23,8,37.20030504250135,63.771951501430884
76,2020-05-24,20,93.00076260625337,69.75057195469003
77,2020-05-25,14,65.10053382437737,67.09340730879708
78,2020-05-26,26,120.90099138812938,76.39348356942241
79,2020-05-27,18,83.70068634562804,70.41486311616327
80,2020-05-28,14,65.10053382437737,73.73631892352947
81,2020-05-29,2,9.300076260625337,67.75769847027031
82,2020-05-30,6,27.900228781876013,66.42911614732384
83,2020-05-31,8,37.20030504250135,58.45762220964498
84,2020-06-01,8,37.20030504250135,54.471875240805545
85,2020-06-02,12,55.800457563752026,45.17179898018021
86,2020-06-03,10,46.50038130312669,39.8574696883943
87,2020-06-04,5,23.250190651563344,33.87884923513516
88,2020-06-05,9,41.85034317281402,38.52888736544783
89,2020-06-06,1,4.6500381303126685,35.20743155808164
90,2020-06-07,2,9.300076260625337,31.221684589242205
91,2020-06-08,4,18.600152521250674,28.56451994334925
