,date,newCases,newCasesPerMillion,newCasesPerMillion7Day
0,2020-03-08,1,3.5076273356413523,
1,2020-03-09,2,7.015254671282705,
2,2020-03-10,0,0.0,
3,2020-03-11,3,10.522882006924057,
4,2020-03-12,3,10.522882006924057,
5,2020-03-13,3,10.522882006924057,
6,2020-03-14,0,0.0,6.013075432528033
7,2020-03-15,1,3.5076273356413523,6.013075432528033
8,2020-03-16,0,0.0,5.010896193773361
9,2020-03-17,1,3.5076273356413523,5.511985813150696
10,2020-03-18,2,7.015254671282705,5.010896193773361
11,2020-03-19,1,3.5076273356413523,4.008716955018689
12,2020-03-20,0,0.0,2.5054480968866804
13,2020-03-21,3,10.522882006924057,4.008716955018689
14,2020-03-22,3,10.522882006924057,5.010896193773361
15,2020-03-23,8,28.06101868513082,9.019613148792049
16,2020-03-24,5,17.53813667820676,11.023971626301392
17,2020-03-25,13,45.59915536333758,16.53595743945209
18,2020-03-26,4,14.03050934256541,18.039226297584097
19,2020-03-27,6,21.045764013848114,21.045764013848114
20,2020-03-28,8,28.06101868513082,23.551212110734795
21,2020-03-29,9,31.56864602077217,26.557749826998812
22,2020-03-30,15,52.614410034620285,30.065377162640164
23,2020-03-31,10,35.07627335641352,32.57082525952684
24,2020-04-01,6,21.045764013848114,29.06319792388549
25,2020-04-02,9,31.56864602077217,31.56864602077217
26,2020-04-03,10,35.07627335641352,33.57300449828151
27,2020-04-04,9,31.56864602077217,34.07409411765885
28,2020-04-05,10,35.07627335641352,34.575183737036184
29,2020-04-06,10,35.07627335641352,32.06973564014951
30,2020-04-07,9,31.56864602077217,31.56864602077217
31,2020-04-08,28,98.21356539795786,42.59261764707357
32,2020-04-09,13,45.59915536333758,44.59697612458291
33,2020-04-10,6,21.045764013848114,42.59261764707357
34,2020-04-11,6,21.045764013848114,41.08934878894156
35,2020-04-12,4,14.03050934256541,38.082811072677536
36,2020-04-13,2,7.015254671282705,34.07409411765885
37,2020-04-14,8,28.06101868513082,33.57300449828151
38,2020-04-15,19,66.64491937718569,29.06319792388549
39,2020-04-16,6,21.045764013848114,25.555570588244137
40,2020-04-17,7,24.553391349489466,26.056660207621473
41,2020-04-18,9,31.56864602077217,27.559929065753483
42,2020-04-19,11,38.583900692054875,31.067556401394835
43,2020-04-20,17,59.62966470590299,38.583900692054875
44,2020-04-21,19,66.64491937718569,44.09588650520557
45,2020-04-22,23,80.6754287197511,46.10024498271491
46,2020-04-23,18,63.13729204154434,52.113320415242946
47,2020-04-24,24,84.18305605539246,60.63184394465766
48,2020-04-25,20,70.15254671282705,66.14382975780836
49,2020-04-26,8,28.06101868513082,64.64056089967634
50,2020-04-27,23,80.6754287197511,67.64709861594037
51,2020-04-28,15,52.614410034620285,65.64274013843102
52,2020-04-29,33,115.75170207616462,70.65363633220439
53,2020-04-30,16,56.12203737026164,69.65145709344971
54,2020-05-01,10,35.07627335641352,62.636202422167
55,2020-05-02,8,28.06101868513082,56.62312698963897
56,2020-05-03,18,63.13729204154434,61.63402318341233
57,2020-05-04,5,17.53813667820676,52.614410034620285
58,2020-05-05,4,14.03050934256541,47.10242422146959
59,2020-05-06,9,31.56864602077217,35.07627335641352
60,2020-05-07,9,31.56864602077217,31.56864602077217
61,2020-05-08,11,38.583900692054875,32.06973564014951
62,2020-05-09,6,21.045764013848114,31.067556401394835
63,2020-05-10,7,24.553391349489466,25.555570588244137
64,2020-05-11,9,31.56864602077217,27.559929065753483
65,2020-05-12,13,45.59915536333758,32.06973564014951
66,2020-05-13,8,28.06101868513082,31.56864602077217
67,2020-05-14,6,21.045764013848114,30.065377162640164
68,2020-05-15,9,31.56864602077217,29.06319792388549
69,2020-05-16,11,38.583900692054875,31.56864602077217
70,2020-05-17,4,14.03050934256541,30.065377162640164
71,2020-05-18,21,73.66017404846839,36.078452595168194
72,2020-05-19,9,31.56864602077217,34.07409411765885
73,2020-05-20,4,14.03050934256541,32.0697356401495
74,2020-05-21,8,28.06101868513082,33.07191487890418
75,2020-05-22,1,3.5076273356413523,29.06319792388549
76,2020-05-23,1,3.5076273356413523,24.05230173011213
77,2020-05-24,2,7.015254671282705,23.050122491357456
78,2020-05-25,1,3.5076273356413523,13.028330103810736
79,2020-05-26,2,7.015254671282705,9.520702768169384
80,2020-05-27,4,14.03050934256541,9.520702768169384
81,2020-05-28,1,3.5076273356413523,6.013075432528033
82,2020-05-29,2,7.015254671282705,6.514165051905368
83,2020-05-30,2,7.015254671282705,7.015254671282705
84,2020-05-31,2,7.015254671282705,7.015254671282705
85,2020-06-01,2,7.015254671282705,7.516344290660041
86,2020-06-02,5,17.53813667820676,9.019613148792049
87,2020-06-03,6,21.045764013848114,10.021792387546721
88,2020-06-04,4,14.03050934256541,11.52506124567873
89,2020-06-05,2,7.015254671282705,11.52506124567873
90,2020-06-06,0,0.0,10.522882006924057
91,2020-06-07,0,0.0,9.520702768169384
92,2020-06-08,1,3.5076273356413523,9.019613148792049
93,2020-06-09,2,7.015254671282705,7.516344290660041
94,2020-06-10,0,0.0,4.509806574396024
95,2020-06-11,1,3.5076273356413523,3.0065377162640163
96,2020-06-12,4,14.03050934256541,4.008716955018689
97,2020-06-13,0,0.0,4.008716955018689
98,2020-06-14,0,0.0,4.008716955018689
99,2020-06-15,0,0.0,3.5076273356413523
100,2020-06-16,0,0.0,2.5054480968866804
101,2020-06-17,0,0.0,2.5054480968866804
102,2020-06-18,1,3.5076273356413523,2.5054480968866804
103,2020-06-19,0,0.0,0.5010896193773361
104,2020-06-20,0,0.0,0.5010896193773361
105,2020-06-21,0,0.0,0.5010896193773361
106,2020-06-22,1,3.5076273356413523,1.0021792387546722
107,2020-06-23,0,0.0,1.0021792387546722
108,2020-06-24,0,0.0,1.0021792387546722
109,2020-06-25,0,0.0,0.5010896193773361
110,2020-06-26,1,3.5076273356413523,1.0021792387546722
111,2020-06-27,0,0.0,1.0021792387546722
112,2020-06-28,0,0.0,1.0021792387546722
113,2020-06-29,0,0.0,0.5010896193773361
114,2020-06-30,1,3.5076273356413523,1.0021792387546722
115,2020-07-01,1,3.5076273356413523,1.5032688581320082
116,2020-07-02,0,0.0,1.5032688581320082
117,2020-07-03,0,0.0,1.0021792387546722
118,2020-07-04,1,3.5076273356413523,1.5032688581320082
119,2020-07-05,2,7.015254671282705,2.5054480968866804
120,2020-07-06,0,0.0,2.5054480968866804
121,2020-07-07,0,0.0,2.0043584775093444
122,2020-07-08,1,3.5076273356413523,2.0043584775093444
123,2020-07-09,0,0.0,2.0043584775093444
124,2020-07-10,0,0.0,2.0043584775093444
125,2020-07-11,0,0.0,1.5032688581320082
126,2020-07-12,0,0.0,0.5010896193773361
127,2020-07-13,2,7.015254671282705,1.5032688581320082
128,2020-07-14,1,3.5076273356413523,2.0043584775093444
129,2020-07-15,1,3.5076273356413523,2.0043584775093444
130,2020-07-16,0,0.0,2.0043584775093444
131,2020-07-17,2,7.015254671282705,3.0065377162640163
132,2020-07-18,0,0.0,3.0065377162640163
133,2020-07-19,0,0.0,3.0065377162640163
134,2020-07-20,1,3.5076273356413523,2.5054480968866804
135,2020-07-21,3,10.522882006924057,3.5076273356413523
136,2020-07-22,0,0.0,3.0065377162640163
137,2020-07-23,0,0.0,3.0065377162640163
138,2020-07-24,1,3.5076273356413523,2.5054480968866804
139,2020-07-25,1,3.5076273356413523,3.0065377162640163
140,2020-07-26,1,3.5076273356413523,3.5076273356413523
141,2020-07-27,0,0.0,3.0065377162640163
142,2020-07-28,4,14.03050934256541,3.5076273356413523
143,2020-07-29,0,0.0,3.5076273356413523
144,2020-07-30,2,7.015254671282705,4.509806574396024
145,2020-07-31,0,0.0,4.008716955018689
146,2020-08-01,1,3.5076273356413523,4.008716955018689
147,2020-08-02,1,3.5076273356413523,4.008716955018689
148,2020-08-03,3,10.522882006924057,5.511985813150696
149,2020-08-04,1,3.5076273356413523,4.008716955018689
150,2020-08-05,3,10.522882006924057,5.511985813150696
151,2020-08-06,0,0.0,4.509806574396024
152,2020-08-07,2,7.015254671282705,5.511985813150696
153,2020-08-08,4,14.03050934256541,7.015254671282705
154,2020-08-09,0,0.0,6.514165051905368
155,2020-08-10,1,3.5076273356413523,5.511985813150696
156,2020-08-11,0,0.0,5.010896193773361
157,2020-08-12,1,3.5076273356413523,4.008716955018689
158,2020-08-13,2,7.015254671282705,5.010896193773361
159,2020-08-14,2,7.015254671282705,5.010896193773361
